1r6olcv	AI slop from non-coders, bureaucracy bottlenecks shipping, good engineers quitting
1mg2r6y	AI-generated codebase cleanup, security flaws in slop, vibe-coded startup debt
1sfw7o5	workforce reduction slack pickup, let plates hit floor, management feels the pain
1o29tge	broken AI-built MVPs, vibe-coded security holes, freelance cleanup boom
1towli9	PR review by non-authors, AI code nobody owns, refusing unowned PRs
1mrfgm2	disengaged junior devs, AI replaces learning, clean code dismissed
1pt4yxh	junior hiring collapsed, mentorship pipeline gone, senior-only team risk
1sgcy1e	craft unrewarded at work, yes-man career meta, metrics theater over quality
1n7zuba	brag doc weekly habit, performance review amnesia, manager credit-stealing risk
1tqfcfj	architecture is people skills, unnecessary code built, cron job killed latency
1nq5npn	AI PR reply resentment, cognitive burden dumped, code review trust collapse
1n5xc3s	engineering culture attrition, harsh feedback drives women out, feedback style not standards
1tysnmi	software buggier everywhere, AI-yolod into prod, reduced headcount quality collapse
1lwk503	AI makes devs slower, perception-reality gap, productivity study contradicts belief
1on84au	coding is the easy part, essential complexity ignored, vibe coding misses requirements
1n74jad	50-plus layoff job search, 100 applications drought, two offers at premium pay
1rnkv2t	AI reduces code comprehension, junior hiring dropped 20%, productivity data contradicts hype
1pi82ib	toxic debt no repayment date, intentional vs accidental debt, velocity killed by god objects
1mha63e	forced into management track, just-let-me-fix-it frustration, IC vs manager mismatch
1se1g7m	fake latency fixed perception, technically correct felt broken, UX dishonesty that worked
1r89vhp	team checked-out mood, layoff threat disengagement, AI offloading reduces code intimacy
1pwfx9l	skip-level visibility game, brag doc shipping discipline, career meta vs actual work
1nbfh94	standups are status reports, blockers never surfaced publicly, agile ritual vs reality
1me6nps	vibe-coder job listings split, serious vs slop job market, prompt engineer title mandate
1sqtvxz	interview while employed advantage, negotiating from strength, practice cures interview rust
